finding_id,issue_title,unit,program,year,cause_category,cause_detail,issue_detail,recommendation,outcomes_impact,sim_score,score
FL-0978,ด้านประสิทธิภาพและความประหยัด                                                                       ,สำนักงานส่งเสริมการปกครองท้องถิ่นจังหวัดศรีสะเกษ,โครงการบริหารจัดการระบบประปาขององค์กรปกครองส่วนท้องถิ่นจังหวัดศรีสะเกษ,2562,,"การบริหารกิจการประปาไม่เป็นไปตามหลักเกณฑ์ที่กำหนด เนื่องจาก
1.  อปท. ไม่ให้ความสำคัญในศึกษาและปฏิบัติตามกฎหมาย 
ระเบียบที่เกี่ยวข้องกับการบริหารกิจการประปาและมาตรฐานระบบน้ำสะอาด 
กระทรวงมหาดไทย 
รวมทั้งมีความเข้าใจที่คลาดเคลื่อนเกี่ยวกับระบบประปาที่โอนให้","การบริหารกิจการประปาไม่เป็นไปตามหลักเกณฑ์ที่กำหนด
จากการตรวจสอบระบบประปาที่ก่อสร้างแล้วเสร็จ จำนวน 117 แห่ง ของ อปท. 30 แห่ง 
แยกเป็นระบบประปาที่ อปท. เป็นผู้บริหาร จำนวน 55 แห่ง 
และคณะกรรมการเป็นผู้บริหาร จำนวน 62 แห่ง พบว่า อปท. / คณะกรรมการ 
บริหารจัด","สำนักงานการตรวจเงินแผ่นดินมีข้อเสนอแนะ ให้ ผู้ว่าราชการจังหวัดศรีสะเกษ 
ดำเนินการ ดังนี้
1.  สั่งกำชับ อปท. 
ให้ถือปฏิบัติตามระเบียบกระทรวงมหาดไทยว่าด้วยการบริหารกิจการและบำรุงรักษาระบบประปาหมู่บ้าน 
พ.ศ. 2548 และมาตรฐานระบบน้ำสะอาดของกรมส่งเสริมการปกครอง","จากการดำเนินงานที่ไม่เป็นตามหลักเกณฑ์ที่กำหนด ส่งผลกระทบ ดังนี้
	1.  กลุ่มผู้ใช้น้ำที่ยังไม่มีการจัดตั้ง 
ทำให้ระบบประปาบางแห่งที่มีการเปิดใช้งานแล้ว มีผู้ใช้งานน้อย 
ต้นทุนการผลิตน้ำประปาสูง จัดเก็บค่าน้ำได้ไม่เพียงพอกับค่าใช้จ่าย 
ซึ่งจะเป็นภาระงบประมาณ",,
FL-0979,ด้านประสิทธิภาพและความประหยัด                                                                       ,สำนักงานจังหวัดอุบลราชธานี,โครงการพัฒนาและส่งเสริมการเกษตรในกลุ่มจังหวัดภาคตะวันออกเฉีย1,2562,,"1.การกำหนดรายละเอียดและวิธีการฝึกอบรมไม่สอดคล้องกับความต้องการและความพร้อมของกลุ่มเกษตรกรเป้าหมาย 
ทำให้การใช้จ่ายงบประมาณเพื่อการฝึกอบรมไม่เกิดความคุ้มค่า
2.ความไม่พร้อมและไม่สมบูรณ์ของรายละเอียดการจัดซื้อจัดจ้างของโครงการที่ขอรับการจัดสรรงบประมาณ 
รวมทั","ตรวจพบที่ 3 การบริหารจัดการโครงการขาดประสิทธิภาพ 
3.1 
ผู้เข้าร่วมฝึกอบรมยังไม่สามารถนำความรู้ไปปฏิบัติได้และไม่สามารถยกระดับการผลิตสู่สากลได้ 
จากการตรวจสอบผู้เข้าฝึกอบรมโครงการส่งเสริมการแปรรูปสินค้าเกษตรเพิ่มมูลค่าในกลุ่มเกษตรกรและวิสาหกิจ 
จำนวน 33 กล","1.ให้หัวหน้ากลุ่มจังหวัดภาคตะวันออกเฉียงตอนล่าง 2 
พิจารณาสั่งการให้สำนักงานเกษตรจังหวัดเข้าไปให้คำแนะนำการดำเนินการเพิ่มเติมโครงการส่งเสริมการแปรรูปสินค้าเกษตรเพิ่มมูลค่าในกลุ่มเกษตรกรและวิสาหกิจเพื่อให้การใช้จ่ายงบประมาณในการฝึกอบรมของโครงการเกิดผลที่เป","1. โครงการส่งเสริมการแปรรูปสินค้าเกษตรเพิ่มมูลค่าในกลุ่มเกษตรกรและวิสาหกิจ 
การที่ผู้เข้าร่วมฝึกอบรมยังมีความรู้ไม่เพียงพอ 
และไม่สามารถนำความรู้ไปปฏิบัติได้มีผลทำให้การใช้จ่ายงบประมาณฝึกอบรมไม่เกิดความคุ้มค่า 
กลุ่มเกษตรกรยังขาดทักษะในการแปรรูปผลิตภัณฑ์ ",,
FL-0980,ด้านประสิทธิภาพและความประหยัด                                                                       ,องค์การบริหารส่วนจังหวัดระยอง,การบริหารจัดการศูนย์กำจัดขยะมูลฝอยรวมแบบครบวงจร จังหวัดระยอง,2562,,,"ประสิทธิภาพการบริหารจัดการศูนย์กำจัดขยะมูลฝอยรวมแบบครบวงจร จังหวัดระยอง 
๒.๑ การบริหารจัดการขยะมูลฝอยชุมชน 
๒.๑.๑ การคัดแยกขยะมูลฝอยชุมชนไม่มีประสิทธิภาพ ในปี ๒๕๖๐-๒๕๖๒ 
ศูนย์กำจัดขยะมูลฝอยรวมแบบครบวงจร จังหวัดระยอง 
มีแนวโน้มสามารถนำขยะเข้าสู่ระบบคัดแยกไ","นายกองค์การบริหารส่วนจังหวัดระยอง
๑.จัดให้มีระบบคัดแยกขยะเพิ่มขึ้น 
เพื่อให้สามารถรองรับปริมาณขยะที่รับเข้ามากำจัดในแต่ละวัน
๒.ให้มีการจัดระเบียบภายในอาคารคัดแยกขยะ 
โดยมีการจัดพื้นที่สำหรับดำเนินการในแต่ละส่วนอย่างชัดเจน
๓.มีมาตรการลดผลกระทบด้านสิ่งแวดล้",,,
FL-0981,ด้านประสิทธิภาพและความประหยัด                                                                       ,สถาบันพัฒนาองค์กรชุมชน (องค์การมหาชน),โครงการสนับสนุนการจัดสวัสดิการชุมชน,2562,,"จากรายละเอียดสภาพปัญหา 
กรณีที่กองทุนส่วนใหญ่มีความเสี่ยงหรือเสี่ยงสูงมากที่จะล้มเหลว 
และบางแห่งเกิดความล้มเหลว เกิดจากสาเหตุที่สำคัญ ดังนี้
1.	พอช. มีจุดอ่อนในกระบวนการบริหารการดำเนินงานและการวางระบบควบคุม 
กำกับ ดูแลการขับเคลื่อนการดำเนินงานตามโครงการ ","กองทุนสวัสดิการชุมชนที่สุ่มตรวจสอบส่วนใหญ่มีความเสี่ยงที่จะล้มเหลว   
ขาดความเข้มแข็งและยั่งยืนในการดำเนินงาน
","เพื่อให้การดำเนินงานของกองทุนประสบผลสำเร็จตามวัตถุประสงค์และมีการดำเนินงานที่เป
็นไปตามเจตนารมณ์ของการดำเนินโครงการในการสร้างหลักประกันความมั่นคงของชุมชน 
เพื่อให้เกิดความเข้มแข็งของชุมชนในการจัดการดูแลด้านสวัสดิการในชุมชนท้องถิ่น 
และให้กองทุนสามารถพึ่งต","1.	
อาจไม่เกิดความคุ้มค่าของเงินงบประมาณที่รัฐบาลให้การสนับสนุนหรือสมทบแก่กองทุนภาย
ใต้โครงการสนับสนุนการจัดสวัสดิการชุมชน 
และงบประมาณจากองค์กรปกครองส่วนท้องถิ่นหรือหน่วยงานที่เกี่ยวข้อง 
รวมถึงเงินสมทบจากสมาชิกกองทุนส่วนใหญ่ไม่ได้ปิดประกาศเปิดเผยข้อมูลผ",,
FL-0982,ด้านประสิทธิภาพและความประหยัด                                                                       ,กรมส่งเสริมการปกครองท้องถิ่น,การดำเนินงานด้านผู้พิการและผู้ด้อยโอกาสทางสังคมขององค์กรปกครองส่วนท้องถิ่น,2563,,"1. กรมส่งเสริมการปกครองท้องถิ่นขาดการติดตามประเมินผลการดำเนินงานตามตัวชี้วัด
ขั้นพื้นฐาน ตามมาตรฐานการส่งเสริมและพัฒนาคุณภาพชีวิตคนพิการ
2. องค์กรปกครองส่วนท้องถิ่นที่ตรวจสอบส่วนใหญ่ยังไม่ได้ให้ความสำคัญกับการ
ดำเนินงานด้านการส่งเสริมและพัฒนาคุณภาพชีวิตคน","องค์กรปกครองส่วนท้องถิ่นดำเนินงานส่งเสริมและพัฒนาคุณภาพชีวิตคนพิการไม่เป็นไปตาม
แนวทางการส่งเสริมและพัฒนาคุณภาพชีวิตคนพิการที่กำหนด
","1.กำกับดูแลและกำชับให้องค์กรปกครองส่วนท้องถิ่นให้ความสำคัญกับการส่งเสริม
และพัฒนาคุณภาพชีวิตคนพิการและดำเนินการให้เป็นไปตามมาตรฐานและตัวชี้วัด
ขั้นพื้นฐานที่กำหนด โดยเฉพาะการดำเนินการตามตัวชี้วัดขั้นพื้นฐานที่มีความสำคัญ
และเป็นภารกิจพื้นฐานตามกฎหมายที่อง","1.กรณีองค์กรปกครองส่วนท้องถิ่นไม่มีแผนงานหรือโครงการส่งเสริมและพัฒนาคุณภาพ
ชีวิตคนพิการหรือไม่ได้ดำเนินการตามแผนงาน โครงการ หรือกิจกรรมที่จัดทำไว้ 
ทำให้องค์กรปกครองส่วนท้องถิ่นนั้น ๆ ขาดทิศทางและแนวทางในการส่งเสริมและพัฒนา
คุณภาพชีวิตคนพิการในพื้นที่ที่จ",,
FL-0983,ด้านประสิทธิภาพและความประหยัด                                                                       ,กรมส่งเสริมการปกครองท้องถิ่น,การดำเนินงานด้านผู้สูงอายุขององค์กรปกครองส่วนท้องถิ่น,2563,,"สาเหตุ
1. กรมส่งเสริมการปกครองท้องถิ่นขาดการกำกับดูแลให้องค์กรปกครองส่วนท้องถิ่น
ดำเนินงานด้านผู้สูงอายุตามตัวชี้วัดขั้นพื้นฐานที่กำหนดไว้ในมาตรฐาน
การสงเคราะห์ผู้สูงอายุ
2. องค์กรปกครองส่วนท้องถิ่นยังไม่ได้ให้ความสำคัญกับการเตรียมความพร้อมของประชาชน
ก่อน","องค์กรปกครองส่วนท้องถิ่นส่วนใหญ่ขาดการเตรียมความพร้อมของประชากรเพื่อวัยสูงอายุ
และองค์กรปกครองส่วนท้องถิ่นส่วนใหญ่ไม่จัดทำและพัฒนาระบบข้อมูลผู้สูงอายุ
ตามยุทธศาสตร์การเผยแพร่องค์ความรู้ด้านผู้สูงอายุ 

"," ผู้ว่าการตรวจเงินแผ่นดินเห็นควรให้อธิบดีกรมส่งเสริมการปกครองท้องถิ่นพิจารณา
ดำเนินการ ดังนี้
 1. กำชับให้องค์กรปกครองส่วนท้องถิ่นให้ความสำคัญกับการส่งเสริมและพัฒนาคุณภาพ
ชีวิตของผู้สูงอายุตามแนวทางการดำเนินงานด้านผู้สูงอายุและมาตรฐานตัวชี้วัด
ขั้นพื้นฐาน","  การที่องค์กรปกครองส่วนท้องถิ่นส่วนใหญ่ขาดการเตรียมความพร้อมของประชากร
เพื่อวัยสูงอายุส่งผลทำให้ผู้สูงอายุไม่มีความพร้อมในการดำรงชีวิตในอนาคต 
ทั้งด้านเศรษฐกิจ สังคม สุขภาพ และสภาพแวดล้อม โดยไม่สามารถปรับตัวให้เข้ากับ
บทบาททางสังคมที่เปลี่ยนแปลงไปได้อย่า",,
FL-0984,ด้านประสิทธิภาพและความประหยัด                                                                       ,สำนักงานปลัดกระทรวงเทคโนโลยีและสารสนเทศ,การตรวจสอบผลสัมฤทธิ์และประสิทธิภาพการดำเนินงานโครงการเน็ตประชารัฐ,2563,,"สาเหตุจากการที่โครงการเน็ตประชารัฐเป็นโครงการขนาดใหญ่ของประเทศ 
มีการใช้งบประมาณในการดำเนินโครงการจำนวนสูง 
ประกอบกับที่ผ่านมากระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม
ยังไม่เคยมีการดำเนินโครงการในลักษณะเช่นนี้มาก่อน 
จึงทำให้กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม","โครงการเน็ตประชารัฐยังไม่มีการเปิดให้ผู้ประกอบกิจการโทรคมนาคมเชื่อมต่อ
โครงข่ายแบบเปิด (Open Access Network) เพื่อให้บริการอินเทอร์เน็ตความเร็วสูง
กับประชาชนหลังจากดำเนินการวางโครงข่ายแล้วเสร็จ

","1.เปิดให้ผู้ประกอบกิจการโทรคมนาคมสามารถเข้าเชื่อมต่อโครงข่ายแบบเปิด 
(Open Access Network)ให้เป็นไปตามหลักเกณฑ์และแนวทางที่กระทรวงดิจิทัล
เพื่อเศรษฐกิจและสังคมกำหนดโดยเร็ว 
2.เร่งดำเนินการพิจารณาจัดทำรายละเอียดประกอบการจัดทำสัญญาการใช้โครงข่าย
เน็ตประชารั","1.ส่งผลให้การใช้ประโยชน์จากโครงข่ายแบบเปิดจากโครงการเน็ตประชารัฐ
อาจยังไม่คุ้มค่ากับเงินงบประมาณที่ลงทุน ซึ่งโครงการเน็ตประชารัฐ
ใช้จำนวนเงินลงทุนมากถึง 9,848.5622 ล้านบาท 
และทำให้ประชาชนเสียโอกาสในการมีทางเลือกในการใช้บริการอินเทอร์เน็ตความเร็วสูง
ในราค",,
FL-0985,ด้านประสิทธิภาพและความประหยัด                                                                       ,สำนักงานมาตรฐานผลิตภัณฑ์อุตสาหกรรม,การตรวจสอบการดำเนินงานการคุ้มครองผู้บริโภคของสำนักงานมาตรฐานผลิตภัณฑ์อุตสาหกรรม,2562,,"4.1 การออกใบอนุญาตทำและนำเข้าผลิตภัณฑ์อุตสาหกรรมบางส่วนไม่เป็นไปตามหลักเกณฑ์
และวิธีการที่กำหนดผลกระทบ  
   1.เจ้าหน้าที่ของสำนักงานมาตรฐานผลิตภัณฑ์อุตสาหกรรมที่มีหน้าที่เกี่ยวข้องกับ
การพิจารณาออกใบอนุญาตไม่ได้ให้ความสำคัญอย่างเพียงพอกับการตรวจสอบเอกสารป","ข้อตรวจพบที่ 4 การดำเนินการของเจ้าหน้าที่ในการออกใบอนุญาต และการตรวจติดตาม
ภายหลังการอนุญาต

","4.1 การออกใบอนุญาตทำและนำเข้าผลิตภัณฑ์อุตสาหกรรมบางส่วนไม่เป็นไปตามหลักเกณฑ์
และวิธีการที่กำหนดผลกระทบ 
    1.สั่งการเจ้าหน้าที่ของสำนักงานมาตรฐานผลิตภัณฑ์อุตสาหกรรมที่มีหน้าที่
เกี่ยวข้องกับการพิจารณาออกใบอนุญาตให้ความสำคัญกับการตรวจสอบเอกสารประกอบคำขอ
ร",,,
FL-0986,ด้านประสิทธิภาพและความประหยัด                                                                       ,กรมอุทยานแห่งชาติ สัตว์ป่าและพันธุ์พืช,การตรวจสอบการดำเนินงานการอนุรักษ์ฟื้นฟูและป้องกันทรัพยากรป่าไม้,2562,,"1. สาเหตุที่ทำให้มีการปลูกป่าในพื้นที่ที่ไม่ได้มีสภาพเป็นป่าเสื่อมโทรม 
เกิดจากสาเหตุ 4 ประการ ดังนี้
	1.1 
เอกสารประกอบการรายงานการสำรวจข้อมูลพื้นที่มีรายละเอียดไม่เพียงพอที่จะใช้ประกอบการตัดสินใจ 
	จากการสัมภาษณ์พบว่า ในการกำหนดพื้นที่ที่จะฟื้นฟูสภาพป่า","1. การดำเนินกิจกรรมการปลูกและบำรุงป่า
1.1 
พื้นที่แปลงปลูกป่าที่สุ่มตรวจสอบบางแปลงไม่ได้มีสภาพเป็นป่าเสื่อมโทรมตามหลักเกณฑ์ที่กำหนด
1.2 การคัดเลือกพันธุ์ไม้ไม่เป็นไปตามหลักเกณฑ์ที่กำหนด
1.3 บริเวณพื้นที่แปลงปลูกป่าที่สุ่มตรวจสอบบางจุด 
ไม่ได้อยู่ในเขตแปลง","1.	ปรับปรุงหลักเกณฑ์การคัดเลือกพื้นที่ดำเนินการปลูกป่า 
โดยควรกำหนดให้มีการนำข้อมูลการตีความสภาพป่าจากการสำรวจระยะไกล 
เป็นข้อมูลประกอบการพิจารณา 
รวมถึงกรณีที่มีข้อสงสัยในประเด็นความสมบูรณ์ของสภาพป่า 
ควรกำหนดให้มีคณะทำงานลงไปสอบทานข้อมูลในพื้นที่ซ้ำอีกค","1.	การดำเนินการกิจกรรมปลูกป่าในพื้นที่แปลงปลูกป่าที่มีสภาพไม่เหมาะสม 
ส่งผลให้การใช้จ่ายงบประมาณไม่คุ้มค่า 
โดยต้นทุนในการปลูกและบำรุงป่าจนถึงป่าอายุ 10 ปี มีต้นทุนไร่ละ 10,960 บาท
2.	การคัดเลือกพื้นที่ที่มีสภาพเป็นป่าที่ไม่เสื่อมสภาพเพื่อนำมาปลูกป่า 
ทำใ",,
FL-0987,ด้านประสิทธิภาพและความประหยัด                                                                       ,สำนักงานจังหวัดพัทลุง,โครงการผลผลิตทางการเกษตรขับเคลื่อนเศรษฐกิจเข้มแข็ง จังหวัดพัทลุง ประจำปีงบประมาณ พ.ศ.2559,2562,,"1. ผู้รับผิดชอบขาดการประชาสัมพันธ์ให้กลุ่มพืช ผัก ผลไม้ กลุ่มอื่นๆ 
ทราบและเข้าถึงการสนับสนุน วัสดุ อุปกรณ์ ครุภัณฑ์ 
เพื่อใช้ในการจัดตั้งตลาดกลาง 
เพื่อให้เกษตรกรมีการรวมกลุ่มขายเพื่อมีอำนาจต่อรองกับพ่อค้าคนกลาง
2. ความผันผวนไม่แน่นนอนของผลผลิตพืช ผัก ผล","วัสดุ ครุภัณฑ์ และสิ่งก่อสร้างบางแห่งใช้ประโยชน์อย่างไม่มีประสิทธิภาพ 
และไม่เป็นไปตามวัตถุประสงค์
","เพื่อให้โครงการ/กิจกรรมเกิดผลสัมฤทธิ์ มีประสิทธิภาพ 
สำนักงานการตรวจเงินแผ่นดินภูมิภาค ที่ 14 (จังหวัดนครศรีธรรมราช) 
มีข้อเสนอแนะให้ผู้ว่าราชการจังหวัดพัทลุง สั่งการให้ 
สำนักงานสหกรณ์จังหวัดพัทลุง และสำนักงานปศุสัตว์จังหวัดพัทลุง 
ดำเนินการดังนี้

สำนัก","1. กลุ่มเป้าหมายไม่ใช้ประโยชน์วัสดุ อุปกรณ์ ครุภัณฑ์ 
ให้เป็นไปตามวัตถุประสงค์ของโครงการ/กิจกรรม หรือใช้ประโยชน์น้อย 
ทำให้ผลการดำเนินการไม่บรรลุวัตถุประสงค์ ส่งผลให้ไม่ 
คุ้มค่าในการใช้จ่ายเงินงบประมาณ และทำให้กลุ่มเป้าหมายอื่นๆ 
เสียโอกาสการสนับสนุนจากภ",,
FL-0988,ด้านประสิทธิภาพและความประหยัด                                                                       ,สำนักงานการท่องเที่ยวและกีฬาจังหวัดพิษณุโลก,โครงการตามแผนปฏิบัติราชการจังหวัด/กลุ่มจังหวัดภาคเหนือตอนล่าง 1 ยุทธศาสตร์ด้านการท่องเที่ยว,2561,,"เกิดจากการที่ไม่ได้วิเคราะห์ข้อมูลจากสภาพปัญหาหรือข้อเท็จจริง 
เพื่อนำไปกำหนดกิจกรรม/โครงการในการพัฒนาด้านการท่องเที่ยว 
ไม่ได้ศึกษาความจำเป็นและความเหมาะสมในการดำเนินโครงการ 
การดำเนินโครงการไม่ได้กำหนดหลักเกณฑ์ในการคัดเลือกกลุ่มเป้าหมาย 
หรือไม่ได้ดำเนิ","1) โครงการพัฒนาศักยภาพท่องเที่ยวและบริการแบบบูรณาการ : 
พัฒนาสมรรถนะการจัดการแหล่งท่องเที่ยวชุมชน 
แหล่งท่องเที่ยวนิเวศและเชิงประวัติศาสตร์ ของกลุ่มจังหวัดภาคเหนือตอนล่าง 1 
รับผิดชอบดำเนินการโดยมหาวิทยาลัยนเรศวร งบประมาณ ๑๘,๐๐๐,๐๐๐.-บาท
	ข้อตรวจพบที่ 1 ก","ให้มหาวิทยาลัยนเรศวร สำนักงานการท่องเที่ยวและกีฬาจังหวัดพิษณุโลก 
สำนักงานการท่องเที่ยวและกีฬาจังหวัดเพชรบูรณ์ 
สำนักงานวัฒนธรรมจังหวัดพิษณุโลก สำนักงานวัฒนธรรมจังหวัดตาก 
สำนักงานวัฒนธรรมจังหวัดสุโขทัย สำนักงานวัฒนธรรมจังหวัดเพชรบูรณ์ 
และสำนักงานเกษตรจั","การดำเนินโครงการตามแผนปฏิบัติราชการประจำปีงบประมาณ พ.ศ. 2560 
ของจังหวัด/กลุ่มจังหวัดภาคเหนือตอนล่าง 1 ยุทธศาสตร์ด้านการท่องเที่ยว 
ไม่มีประสิทธิภาพ ประสิทธิผล มีผลกระทบต่อการดำเนินโครงการ 
โดยบางโครงการผลการดำเนินการไม่เป็นไปตามตัวชี้วัดด้านรายได้ 
ไม่สา",,
FL-0989,ด้านประสิทธิภาพและความประหยัด                                                                       ,สำนักงานการท่องเที่ยวและกีฬาจังหวัดพิษณุโลก,โครงการตามแผนปฏิบัติราชการจังหวัด/กลุ่มจังหวัดภาคเหนือตอนล่าง 1 ยุทธศาสตร์ด้านการท่องเที่ยว,2561,,"เกิดจากการที่ไม่ได้วิเคราะห์ข้อมูลจากสภาพปัญหาหรือข้อเท็จจริง 
เพื่อนำไปกำหนดกิจกรรม/โครงการในการพัฒนาด้านการท่องเที่ยว 
ไม่ได้ศึกษาความจำเป็นและความเหมาะสมในการดำเนินโครงการ 
การดำเนินโครงการไม่ได้กำหนดหลักเกณฑ์ในการคัดเลือกกลุ่มเป้าหมาย 
หรือไม่ได้ดำเนิ","1) โครงการพัฒนาศักยภาพท่องเที่ยวและบริการแบบบูรณาการ : 
พัฒนาสมรรถนะการจัดการแหล่งท่องเที่ยวชุมชน 
แหล่งท่องเที่ยวนิเวศและเชิงประวัติศาสตร์ ของกลุ่มจังหวัดภาคเหนือตอนล่าง 1 
รับผิดชอบดำเนินการโดยมหาวิทยาลัยนเรศวร งบประมาณ ๑๘,๐๐๐,๐๐๐.-บาท
	ข้อตรวจพบที่ 1 ก","ให้มหาวิทยาลัยนเรศวร สำนักงานการท่องเที่ยวและกีฬาจังหวัดพิษณุโลก 
สำนักงานการท่องเที่ยวและกีฬาจังหวัดเพชรบูรณ์ 
สำนักงานวัฒนธรรมจังหวัดพิษณุโลก สำนักงานวัฒนธรรมจังหวัดตาก 
สำนักงานวัฒนธรรมจังหวัดสุโขทัย สำนักงานวัฒนธรรมจังหวัดเพชรบูรณ์ 
และสำนักงานเกษตรจั","การดำเนินโครงการตามแผนปฏิบัติราชการประจำปีงบประมาณ พ.ศ. 2560 
ของจังหวัด/กลุ่มจังหวัดภาคเหนือตอนล่าง 1 ยุทธศาสตร์ด้านการท่องเที่ยว 
ไม่มีประสิทธิภาพ ประสิทธิผล มีผลกระทบต่อการดำเนินโครงการ 
โดยบางโครงการผลการดำเนินการไม่เป็นไปตามตัวชี้วัดด้านรายได้ 
ไม่สา",,
FL-0990,ด้านประสิทธิภาพและความประหยัด                                                                       ,สำนักงานการท่องเที่ยวและกีฬาจังหวัดพิษณุโลก,โครงการตามแผนปฏิบัติราชการจังหวัด/กลุ่มจังหวัดภาคเหนือตอนล่าง 1 ยุทธศาสตร์ด้านการท่องเที่ยว,2561,,"เกิดจากการที่ไม่ได้วิเคราะห์ข้อมูลจากสภาพปัญหาหรือข้อเท็จจริง 
เพื่อนำไปกำหนดกิจกรรม/โครงการในการพัฒนาด้านการท่องเที่ยว 
ไม่ได้ศึกษาความจำเป็นและความเหมาะสมในการดำเนินโครงการ 
การดำเนินโครงการไม่ได้กำหนดหลักเกณฑ์ในการคัดเลือกกลุ่มเป้าหมาย 
หรือไม่ได้ดำเนิ","1) โครงการพัฒนาศักยภาพท่องเที่ยวและบริการแบบบูรณาการ : 
พัฒนาสมรรถนะการจัดการแหล่งท่องเที่ยวชุมชน 
แหล่งท่องเที่ยวนิเวศและเชิงประวัติศาสตร์ ของกลุ่มจังหวัดภาคเหนือตอนล่าง 1 
รับผิดชอบดำเนินการโดยมหาวิทยาลัยนเรศวร งบประมาณ ๑๘,๐๐๐,๐๐๐.-บาท
	ข้อตรวจพบที่ 1 ก","ให้มหาวิทยาลัยนเรศวร สำนักงานการท่องเที่ยวและกีฬาจังหวัดพิษณุโลก 
สำนักงานการท่องเที่ยวและกีฬาจังหวัดเพชรบูรณ์ 
สำนักงานวัฒนธรรมจังหวัดพิษณุโลก สำนักงานวัฒนธรรมจังหวัดตาก 
สำนักงานวัฒนธรรมจังหวัดสุโขทัย สำนักงานวัฒนธรรมจังหวัดเพชรบูรณ์ 
และสำนักงานเกษตรจั","การดำเนินโครงการตามแผนปฏิบัติราชการประจำปีงบประมาณ พ.ศ. 2560 
ของจังหวัด/กลุ่มจังหวัดภาคเหนือตอนล่าง 1 ยุทธศาสตร์ด้านการท่องเที่ยว 
ไม่มีประสิทธิภาพ ประสิทธิผล มีผลกระทบต่อการดำเนินโครงการ 
โดยบางโครงการผลการดำเนินการไม่เป็นไปตามตัวชี้วัดด้านรายได้ 
ไม่สา",,
FL-0991,ด้านประสิทธิภาพและความประหยัด                                                                       ,สำนักงานการท่องเที่ยวและกีฬาจังหวัดพิษณุโลก,โครงการตามแผนปฏิบัติราชการจังหวัด/กลุ่มจังหวัดภาคเหนือตอนล่าง 1 ยุทธศาสตร์ด้านการท่องเที่ยว,2561,,"เกิดจากการที่ไม่ได้วิเคราะห์ข้อมูลจากสภาพปัญหาหรือข้อเท็จจริง 
เพื่อนำไปกำหนดกิจกรรม/โครงการในการพัฒนาด้านการท่องเที่ยว 
ไม่ได้ศึกษาความจำเป็นและความเหมาะสมในการดำเนินโครงการ 
การดำเนินโครงการไม่ได้กำหนดหลักเกณฑ์ในการคัดเลือกกลุ่มเป้าหมาย 
หรือไม่ได้ดำเนิ","1) โครงการพัฒนาศักยภาพท่องเที่ยวและบริการแบบบูรณาการ : 
พัฒนาสมรรถนะการจัดการแหล่งท่องเที่ยวชุมชน 
แหล่งท่องเที่ยวนิเวศและเชิงประวัติศาสตร์ ของกลุ่มจังหวัดภาคเหนือตอนล่าง 1 
รับผิดชอบดำเนินการโดยมหาวิทยาลัยนเรศวร งบประมาณ ๑๘,๐๐๐,๐๐๐.-บาท
	ข้อตรวจพบที่ 1 ก","ให้มหาวิทยาลัยนเรศวร สำนักงานการท่องเที่ยวและกีฬาจังหวัดพิษณุโลก 
สำนักงานการท่องเที่ยวและกีฬาจังหวัดเพชรบูรณ์ 
สำนักงานวัฒนธรรมจังหวัดพิษณุโลก สำนักงานวัฒนธรรมจังหวัดตาก 
สำนักงานวัฒนธรรมจังหวัดสุโขทัย สำนักงานวัฒนธรรมจังหวัดเพชรบูรณ์ 
และสำนักงานเกษตรจั","การดำเนินโครงการตามแผนปฏิบัติราชการประจำปีงบประมาณ พ.ศ. 2560 
ของจังหวัด/กลุ่มจังหวัดภาคเหนือตอนล่าง 1 ยุทธศาสตร์ด้านการท่องเที่ยว 
ไม่มีประสิทธิภาพ ประสิทธิผล มีผลกระทบต่อการดำเนินโครงการ 
โดยบางโครงการผลการดำเนินการไม่เป็นไปตามตัวชี้วัดด้านรายได้ 
ไม่สา",,
